281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",,7.3,"['Western', 'Drama', 'Adventure', 'Thriller']","['LeonardoDiCaprio', 'TomHardy', 'WillPoulter']",['AlejandroGonzálezIñárritu'],156,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling. Western Drama Adventure Thriller fathersonrelationship rape basedonnovel mountains winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper LeonardoDiCaprio TomHardy WillPoulter AlejandroGonzálezIñárritu",en,25-Dec-15
77950,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,,6.1,"['Animation', 'Family']","['RyanReynolds', 'PaulGiamatti', 'MichaelPeña']",['DavidSoren'],96,The tale of an ordinary garden snail who dreams of winning the Indy 500. Animation Family underdog carrace dream speed power snail fast friends superpower racer RyanReynolds PaulGiamatti MichaelPeña DavidSoren,en,11-Jul-13
44896,Rango,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",,6.6,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']","['JohnnyDepp', 'IslaFisher', 'NedBeatty']",['GoreVerbinski'],107,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt. Animation Comedy Family Western Adventure sheriff nevada pet rango chameleon lasvegas cactus terrarium constructionsite armadillo disillusionment JohnnyDepp IslaFisher NedBeatty GoreVerbinski",en,2-Mar-11
270946,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",,6.5,"['Family', 'Animation', 'Adventure', 'Comedy']","['TomMcGrath', 'ChrisMiller', 'ChristopherKnights']","['EricDarnell', 'SimonJ.Smith']",92,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it. Family Animation Adventure Comedy penguin madagascar 3d TomMcGrath ChrisMiller ChristopherKnights EricDarnell SimonJ.Smith",en,22-Nov-14
2503,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",,7.3,"['Action', 'Drama', 'Mystery', 'Thriller']","['MattDamon', 'JuliaStiles', 'DavidStrathairn']",['PaulGreengrass'],115,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him. Action Drama Mystery Thriller paris corruption madrid assassin basedonnovel europe prosecution dangerous falseidentity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence footchase moskow darkpast langleyvirginia flashback chaseontheroof securityleak MattDamon JuliaStiles DavidStrathairn PaulGreengrass",en,3-Aug-07
9502,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",,6.9,"['Adventure', 'Animation', 'Family', 'Comedy']","['JackBlack', 'DustinHoffman', 'AngelinaJolie']","['MarkOsborne', 'JohnStevenson']",90,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try. Adventure Animation Family Comedy china martialarts kungfu mentor snake restaurant shop strongwoman bravery tiger turtle panda sensei anthropomorphism fighting ancientchina monkey master destiny evil aftercreditsstinger monkeywarrior noodle JackBlack DustinHoffman AngelinaJolie MarkOsborne JohnStevenson",en,4-Jun-08
102899,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",,7,"['ScienceFiction', 'Action', 'Adventure']","['PaulRudd', 'MichaelDouglas', 'EvangelineLilly']",['PeytonReed'],117,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world. ScienceFiction Action Adventure marvelcomic superhero basedoncomicbook aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d PaulRudd MichaelDouglas EvangelineLilly PeytonReed",en,14-Jul-15
101299,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",,7.4,"['Adventure', 'Action', 'ScienceFiction']","['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth']",['FrancisLawrence'],146,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever. Adventure Action ScienceFiction competition basedonnovel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth FrancisLawrence",en,15-Nov-13
228161,Home,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",,6.8,"['Fantasy', 'Comedy', 'Animation', 'ScienceFiction', 'Family']","['JimParsons', 'Rihanna', 'SteveMartin']",['TimJohnson'],94,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime. Fantasy Comedy Animation ScienceFiction Family friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility JimParsons Rihanna SteveMartin TimJohnson",en,18-Mar-15
74,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",,6.2,"['Adventure', 'Thriller', 'ScienceFiction']","['TomCruise', 'DakotaFanning', 'MirandaOtto']",['StevenSpielberg'],116,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down. Adventure Thriller ScienceFiction posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation TomCruise DakotaFanning MirandaOtto StevenSpielberg",en,28-Jun-05
8961,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",,6.3,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['MartinLawrence', 'WillSmith', 'JordiMollà']",['MichaelBay'],147,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister. Adventure Action Comedy Thriller Crime miami kukluxklan cuba undercover mexicanstandoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence footchase interrogation carchase druglord explodinghouse narcoticscop illegaldrugs deaagent buddycop criminalunderworld actionhero haitiangang minefield MartinLawrence WillSmith JordiMollà MichaelBay",en,18-Jul-03
417859,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",,6.4,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']","['AntonioBanderas', 'SalmaHayek', 'ZachGalifianakis']",['ChrisMiller'],90,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots. Action Adventure Animation Family Fantasy adventure fairy-talefigure AntonioBanderas SalmaHayek ZachGalifianakis ChrisMiller",en,28-Oct-11
27576,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",,6.2,"['Action', 'Mystery', 'Thriller']","['AngelinaJolie', 'LievSchreiber', 'ChiwetelEjiofor']",['PhillipNoyce'],100,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?"" Action Mystery Thriller assassination spy cia kidnapping coldwar sovietunion doubleagent raceagainsttime revenge ontherun shootout espionage femaleprotagonist hitwoman terrorism violence russianspy intelligenceofficer actionheroine AngelinaJolie LievSchreiber ChiwetelEjiofor PhillipNoyce",en,21-Jul-10
86834,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,,5.6,"['Drama', 'Adventure']","['RussellCrowe', 'JenniferConnelly', 'EmmaWatson']",['DarrenAronofsky'],139,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood. Drama Adventure bible god noah 3d RussellCrowe JenniferConnelly EmmaWatson DarrenAronofsky,en,20-Mar-14
17578,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",,6.7,"['Adventure', 'Animation', 'Mystery']","['JamieBell', 'AndySerkis', 'DanielCraig']",['StevenSpielberg'],107,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse. Adventure Animation Mystery riddle captain treasure liquor treasurehunt sunkentreasure plot reporter 3d action JamieBell AndySerkis DanielCraig StevenSpielberg",en,25-Oct-11
673,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",,7.7,"['Adventure', 'Fantasy', 'Family']","['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",['AlfonsoCuarón'],141,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help. Adventure Fantasy Family flying traitor magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft griffon blackmagic timetravel bestfriend werewolf dark muggle aftercreditsstinger DanielRadcliffe RupertGrint EmmaWatson AlfonsoCuarón",en,31-May-04
6972,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",,6.3,['Drama'],"['NicoleKidman', 'HughJackman', 'EssieDavis']",['BazLuhrmann'],165,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand. Drama missionary worldwarii ranch australia british racist cattledrive aftercreditsstinger stampede waltzingmatilda trampledtodeath NicoleKidman HughJackman EssieDavis BazLuhrmann",en,18-Nov-08
82700,After Earth,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",,5,"['ScienceFiction', 'Action', 'Adventure']","['JadenSmith', 'WillSmith', 'SophieOkonedo']",['M.NightShyamalan'],100,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance. ScienceFiction Action Adventure dystopia JadenSmith WillSmith SophieOkonedo M.NightShyamalan",en,30-May-13
10567,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,,6.2,"['Animation', 'Family']","['D.B.Sweeney', 'AlfreWoodard', 'OssieDavis']","['RalphZondag', 'EricLeighton']",82,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home. Animation Family cataclysm asteroid leader comet animation prehistoric prehistoricegg dinosaur nestinggrounds prehistoriccreature prehistoricadventure lemur prehistorictimes D.B.Sweeney AlfreWoodard OssieDavis RalphZondag EricLeighton,en,19-May-00
181533,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",,6.1,"['Adventure', 'Comedy', 'Fantasy', 'Family']","['BenStiller', 'RamiMalek', 'RebelWilson']",['ShawnLevy'],97,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever. Adventure Comedy Fantasy Family nightwatchman museum naturalhistory history smithsonian BenStiller RamiMalek RebelWilson ShawnLevy",en,17-Dec-14
38055,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",,6.7,"['Animation', 'Action', 'Comedy', 'Family', 'ScienceFiction']","['WillFerrell', 'BradPitt', 'TinaFey']",['TomMcGrath'],95,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life. Animation Action Comedy Family ScienceFiction savingtheworld date prison secretidentity fish gun dna mayor antihero rain museum one-sidedlove serum talkinganimal reporter duringcreditsstinger strongervillain WillFerrell BradPitt TinaFey TomMcGrath",en,28-Oct-10
671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",,7.5,"['Adventure', 'Fantasy', 'Family']","['DanielRadcliffe', 'RupertGrint', 'EmmaWatson']",['ChrisColumbus'],152,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame. Adventure Fantasy Family witch christmasparty magic cuttingthecord halloween childhero broom chosenone frog fantasyworld basedonyoungadultnovel DanielRadcliffe RupertGrint EmmaWatson ChrisColumbus",en,16-Nov-01
49524,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,,5.4,"['Fantasy', 'Action', 'Comedy', 'Crime']","['JeffBridges', 'RyanReynolds', 'KevinBacon']",['RobertSchwentke'],96,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov. Fantasy Action Comedy Crime gold policeoperation partner revenge undead ghost policedepartment JeffBridges RyanReynolds KevinBacon RobertSchwentke,en,18-Jul-13
22,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",,7.5,"['Adventure', 'Fantasy', 'Action']","['JohnnyDepp', 'GeoffreyRush', 'OrlandoBloom']",['GoreVerbinski'],143,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple. Adventure Fantasy Action exoticisland blacksmith eastindiatradingcompany gold marriageproposal mutiny jamaica skeleton daughter governor woodeneye goldcoin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirateship capuchinmonkey tortuga JohnnyDepp GeoffreyRush OrlandoBloom GoreVerbinski",en,9-Jul-03
131631,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,,6.6,"['ScienceFiction', 'Adventure', 'Thriller']","['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth']",['FrancisLawrence'],123,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol. ScienceFiction Adventure Thriller resistance post-apocalyptic dystopia war sequel femaleprotagonist bowandarrow game futurewar revolt classprejudice humansubjugation basedonyoungadultnovel JenniferLawrence JoshHutcherson LiamHemsworth FrancisLawrence,en,18-Nov-14
